,bioma,riscofogo,precipitacao
2015-03-09,Amazonia,27.0,1.0149253731343288
2015-03-10,Amazonia,27.0,0.8818897637795272
2015-03-11,Amazonia,29.0,2.0492063492063464
2015-03-12,Amazonia,107.0,0.5927007299270068
2015-03-13,Amazonia,135.0,0.40536585365853617
2015-03-14,Amazonia,145.0,0.5366459627329193
2015-03-15,Amazonia,39.0,1.2171874999999996
2015-03-16,Amazonia,17.0,1.8090909090909086
2015-03-17,Amazonia,15.0,6.342307692307691
2015-03-18,Amazonia,27.0,1.7790697674418612
2015-03-19,Amazonia,78.0,0.3523255813953491
2015-03-20,Amazonia,58.0,1.6571428571428577
2015-03-21,Amazonia,9.0,3.8045454545454542
2015-03-22,Amazonia,26.0,4.173333333333332
2015-03-23,Amazonia,65.0,0.11772151898734172
2015-03-24,Amazonia,40.0,1.3850000000000005
2015-03-25,Amazonia,55.0,0.8847222222222224
2015-03-26,Amazonia,40.0,3.833928571428572
2015-03-27,Amazonia,94.0,1.175124378109451
2015-03-28,Amazonia,86.0,1.0744186046511635
2015-03-29,Amazonia,31.0,3.4773584905660377
2015-03-30,Amazonia,15.0,2.9472222222222224
2015-03-31,Amazonia,0.0,6.5
2015-04-01,Amazonia,8.0,1.228
2015-04-02,Amazonia,70.0,0.9520833333333323
2015-04-03,Amazonia,55.0,0.8728682170542634
2015-04-04,Amazonia,105.0,0.4257777777777777
2015-04-05,Amazonia,226.0,0.07325
2015-04-06,Amazonia,218.0,0.23587570621468917
2015-04-07,Amazonia,260.0,0.16084070796460162
2015-04-08,Amazonia,171.0,0.26188524590163964
2015-04-09,Amazonia,28.0,1.929508196721312
2015-04-10,Amazonia,47.0,0.09999999999999999
2015-04-11,Amazonia,219.0,0.2501915708812261
2015-04-12,Amazonia,64.0,1.0232558139534882
2015-04-13,Amazonia,30.0,1.9538461538461542
2015-04-14,Amazonia,54.0,0.8349397590361444
2015-04-15,Amazonia,20.0,2.990476190476189
2015-04-16,Amazonia,4.0,5.896428571428571
2015-04-17,Amazonia,3.0,8.51764705882353
2015-04-18,Amazonia,2.0,1.8604166666666668
2015-04-19,Amazonia,3.0,1.8846153846153846
2015-04-20,Amazonia,9.0,0.47931034482758617
2015-04-21,Amazonia,11.0,2.6553191489361696
2015-04-22,Amazonia,12.0,2.0096774193548383
2015-04-23,Amazonia,8.0,2.8406250000000006
2015-04-24,Amazonia,3.0,4.314516129032257
2015-04-25,Amazonia,2.0,2.548148148148148
2015-04-26,Amazonia,7.0,0.8921568627450988
2015-04-27,Amazonia,6.0,3.8124999999999982
2015-04-28,Amazonia,19.0,0.5152542372881358
2015-04-29,Amazonia,10.0,1.558536585365854
2015-04-30,Amazonia,10.0,1.0588235294117647
2015-05-01,Amazonia,4.0,0.9519999999999998
2015-05-02,Amazonia,7.0,1.6837209302325582
2015-05-03,Amazonia,18.0,0.1533333333333333
2015-05-04,Amazonia,6.0,1.1159090909090907
2015-05-05,Amazonia,2.0,2.81
2015-05-06,Amazonia,1.0,10.906249999999998
2015-05-07,Amazonia,1.0,2.6
2015-05-08,Amazonia,2.0,1.4769230769230772
2015-05-09,Amazonia,12.0,1.0454545454545459
2015-05-10,Amazonia,6.0,1.1814814814814818
2015-05-11,Amazonia,4.0,6.185714285714285
2015-05-12,Amazonia,0.0,0.38
2015-05-13,Amazonia,9.0,0.8
2015-05-14,Amazonia,16.0,0.7575757575757575
2015-05-15,Amazonia,5.0,1.2886363636363636
2015-05-16,Amazonia,8.0,0.6617021276595744
2015-05-17,Amazonia,13.0,0.5761904761904763
2015-05-18,Amazonia,6.0,0.5529411764705883
2015-05-19,Amazonia,12.0,0.2977777777777778
2015-05-20,Amazonia,21.0,0.389
2015-05-21,Amazonia,28.0,0.7739999999999999
2015-05-22,Amazonia,20.0,1.701219512195121
2015-05-23,Amazonia,13.0,2.294339622641509
2015-05-24,Amazonia,13.0,2.0028571428571427
2015-05-25,Amazonia,17.0,0.32625000000000004
2015-05-26,Amazonia,74.0,0.12169312169312163
2015-05-27,Amazonia,36.0,0.5253968253968254
2015-05-28,Amazonia,43.0,0.9823529411764705
2015-05-29,Amazonia,29.0,0.6066666666666667
2015-05-30,Amazonia,48.0,0.5390909090909092
2015-05-31,Amazonia,31.0,0.8901785714285712
2015-06-01,Amazonia,31.0,0.7429906542056076
2015-06-02,Amazonia,64.0,0.4704545454545455
2015-06-03,Amazonia,28.0,0.3951612903225807
2015-06-04,Amazonia,74.0,0.32955665024630537
2015-06-05,Amazonia,105.0,0.20732758620689656
2015-06-06,Amazonia,79.0,0.24564102564102577
2015-06-07,Amazonia,47.0,0.624590163934426
2015-06-08,Amazonia,49.0,0.6238532110091746
2015-06-09,Amazonia,70.0,0.19577464788732396
2015-06-10,Amazonia,109.0,0.28634361233480216
2015-06-11,Amazonia,98.0,0.4823293172690759
2015-06-12,Amazonia,143.0,0.17062500000000005
2015-06-13,Amazonia,180.0,0.23326488706365503
2015-06-14,Amazonia,125.0,0.07947882736156356
2015-06-15,Amazonia,98.0,0.13446969696969704
2015-06-16,Amazonia,157.0,0.20331125827814564
2015-06-17,Amazonia,158.0,0.17283105022831058
2015-06-18,Amazonia,107.0,0.3631205673758865
2015-06-19,Amazonia,133.0,0.062195121951219505
2015-06-20,Amazonia,152.0,0.34491803278688504
2015-06-21,Amazonia,103.0,0.19188034188034195
2015-06-22,Amazonia,127.0,0.05163398692810455
2015-06-23,Amazonia,194.0,0.09479905437352244
2015-06-24,Amazonia,214.0,0.11523605150214594
2015-06-25,Amazonia,196.0,0.1921052631578947
2015-06-26,Amazonia,197.0,0.1298578199052133
2015-06-27,Amazonia,175.0,0.19518716577540104
2015-06-28,Amazonia,102.0,0.20447761194029862
2015-06-29,Amazonia,141.0,0.3012121212121212
2015-06-30,Amazonia,169.0,0.49705093833780145
2015-07-01,Amazonia,267.0,0.17361853832442073
2015-07-02,Amazonia,304.0,0.22707275803722493
2015-07-03,Amazonia,154.0,0.6784753363228696
2015-07-04,Amazonia,122.0,0.9684587813620076
2015-07-05,Amazonia,77.0,0.9597402597402592
2015-07-06,Amazonia,81.0,0.661029411764706
2015-07-07,Amazonia,20.0,2.425252525252525
2015-07-08,Amazonia,54.0,1.6418604651162814
2015-07-09,Amazonia,111.0,0.276657060518732
2015-07-10,Amazonia,234.0,0.029692832764505152
2015-07-11,Amazonia,153.0,0.24732704402515712
2015-07-12,Amazonia,139.0,0.05641025641025642
2015-07-13,Amazonia,154.0,0.431972789115646
2015-07-14,Amazonia,179.0,0.1594736842105264
2015-07-15,Amazonia,308.0,0.06020710059171603
2015-07-16,Amazonia,369.0,0.312833545108005
2015-07-17,Amazonia,280.0,0.19568221070811734
2015-07-18,Amazonia,258.0,0.092931392931393
2015-07-19,Amazonia,239.0,0.19458333333333336
2015-07-20,Amazonia,234.0,0.3629711751662969
2015-07-21,Amazonia,204.0,0.3055187637969092
2015-07-22,Amazonia,263.0,1.2937644341801395
2015-07-23,Amazonia,201.0,0.9100817438692103
2015-07-24,Amazonia,221.0,0.44303482587064635
2015-07-25,Amazonia,254.0,0.2459051724137931
2015-07-26,Amazonia,329.0,0.0841818181818182
2015-07-27,Amazonia,368.0,0.20645161290322578
2015-07-28,Amazonia,386.0,0.31869300911854065
2015-07-29,Amazonia,570.0,0.38481781376518237
2015-07-30,Amazonia,635.0,0.5126315789473688
2015-07-31,Amazonia,585.0,0.1352941176470587
2015-08-01,Amazonia,964.0,0.1545846153846152
2015-08-02,Amazonia,1091.0,0.11888225718936496
2015-08-03,Amazonia,853.0,0.5146216017634097
2015-08-04,Amazonia,828.0,0.2944838455476754
2015-08-05,Amazonia,1037.0,0.11578947368421057
2015-08-06,Amazonia,1234.0,0.08863270777479881
2015-08-07,Amazonia,975.0,1.4144708423326082
2015-08-08,Amazonia,1040.0,0.33123175715119724
2015-08-09,Amazonia,1359.0,0.30106951871657783
2015-08-10,Amazonia,1247.0,1.2714285714285705
2015-08-11,Amazonia,1989.0,0.4596693026599567
2015-08-12,Amazonia,2178.0,0.11260176991150439
2015-08-13,Amazonia,4180.0,0.07280718159715734
2015-08-14,Amazonia,4330.0,0.027736079595042717
2015-08-15,Amazonia,4153.0,0.384788029925186
2015-08-16,Amazonia,4081.0,0.15536723163841903
2015-08-17,Amazonia,3575.0,1.0718085106382957
2015-08-18,Amazonia,3730.0,0.6624865098208468
2015-08-19,Amazonia,5046.0,1.9099984254448117
2015-08-20,Amazonia,5391.0,0.316520339479074
2015-08-21,Amazonia,3956.0,1.240305727554186
2015-08-22,Amazonia,3665.0,0.8011925042589424
2015-08-23,Amazonia,3676.0,0.2956663055254613
2015-08-24,Amazonia,3023.0,1.9650263157894743
2015-08-25,Amazonia,2241.0,3.150968801313646
2015-08-26,Amazonia,1364.0,3.762348484848514
2015-08-27,Amazonia,1128.0,3.6916424116424182
2015-08-28,Amazonia,777.0,5.6229217603912085
2015-08-29,Amazonia,1214.0,2.032632933104628
2015-08-30,Amazonia,1638.0,2.631685642876972
2015-08-31,Amazonia,1616.0,2.989030100334468
2015-09-01,Amazonia,1249.0,3.185524507558408
2015-09-02,Amazonia,2396.0,1.2390916689885747
2015-09-03,Amazonia,2311.0,2.922347312130606
2015-09-04,Amazonia,2022.0,3.3724637681159693
2015-09-05,Amazonia,1355.0,5.473865414710501
2015-09-06,Amazonia,1109.0,3.4378494623656066
2015-09-07,Amazonia,1014.0,3.085655597398184
2015-09-08,Amazonia,2576.0,0.31198600174977986
2015-09-09,Amazonia,4831.0,0.06739476195525512
2015-09-10,Amazonia,5850.0,0.10155642023346452
2015-09-11,Amazonia,4572.0,0.2680267062314525
2015-09-12,Amazonia,3989.0,0.9883459111715985
2015-09-13,Amazonia,2000.0,2.0720501615048676
2015-09-14,Amazonia,1242.0,1.319541080680972
2015-09-15,Amazonia,1834.0,1.401133144475921
2015-09-16,Amazonia,3434.0,0.9011709192590002
2015-09-17,Amazonia,4570.0,0.30106483353551455
2015-09-18,Amazonia,7410.0,0.3891975029403754
2015-09-19,Amazonia,8188.0,0.22555084745762508
2015-09-20,Amazonia,6153.0,0.36484023402339816
2015-09-21,Amazonia,3769.0,0.8042103590721342
2015-09-22,Amazonia,2432.0,1.2109785730064129
2015-09-23,Amazonia,2721.0,0.9820174623815737
2015-09-24,Amazonia,3456.0,1.4069932323558056
2015-09-25,Amazonia,4919.0,0.633328995314944
2015-09-26,Amazonia,3723.0,0.8927910630127479
2015-09-27,Amazonia,2790.0,0.8919953863898437
2015-09-28,Amazonia,1662.0,2.34412157648632
2015-09-29,Amazonia,1589.0,1.518272662384007
2015-09-30,Amazonia,1853.0,1.66603582291316
2015-10-01,Amazonia,2285.0,2.1319596541786887
2015-10-02,Amazonia,3023.0,1.1207400194741963
2015-10-03,Amazonia,3464.0,0.5131302737188679
2015-10-04,Amazonia,3238.0,0.2702871410736569
2015-10-05,Amazonia,3557.0,0.7102205486820776
2015-10-06,Amazonia,2380.0,7.375135501354963
2015-10-07,Amazonia,2249.0,0.9774866159481432
2015-10-08,Amazonia,867.0,2.9036336670374556
2015-10-09,Amazonia,917.0,1.4947280053727277
2015-10-10,Amazonia,987.0,5.247042545831905
2015-10-11,Amazonia,2001.0,0.48143021914648104
2015-10-12,Amazonia,2564.0,0.46116886116885897
2015-10-13,Amazonia,3108.0,0.2003960396039613
2015-10-14,Amazonia,3786.0,0.3780838879430415
2015-10-15,Amazonia,2882.0,0.3680878141902593
2015-10-16,Amazonia,3797.0,0.9015227159261199
2015-10-17,Amazonia,5503.0,0.32951787471301774
2015-10-18,Amazonia,4150.0,0.28437307928703004
2015-10-19,Amazonia,1863.0,0.8938293107738162
2015-10-20,Amazonia,1983.0,0.8842815381155805
2015-10-21,Amazonia,3321.0,0.23719631387880322
2015-10-22,Amazonia,4440.0,0.20426836063746728
2015-10-23,Amazonia,2956.0,2.7234428641491037
2015-10-24,Amazonia,2832.0,1.5287385957953274
2015-10-25,Amazonia,3892.0,1.8371688881390456
2015-10-26,Amazonia,2306.0,1.6100583383625189
2015-10-27,Amazonia,2174.0,1.4033172231986135
2015-10-28,Amazonia,1581.0,1.8301134521880158
2015-10-29,Amazonia,1822.0,0.9042407660738632
2015-10-30,Amazonia,1584.0,1.8094490436768595
2015-10-31,Amazonia,619.0,3.928525787311746
2015-11-01,Amazonia,639.0,2.3321295143212897
2015-11-02,Amazonia,993.0,0.8401151631477871
2015-11-03,Amazonia,896.0,2.261596143545789
2015-11-04,Amazonia,833.0,2.488014751075587
2015-11-05,Amazonia,717.0,1.553779069767439
2015-11-06,Amazonia,1328.0,0.4343257443082299
2015-11-07,Amazonia,1535.0,0.39363792679930865
2015-11-08,Amazonia,1482.0,0.9165641151858147
2015-11-09,Amazonia,880.0,1.5719290657439373
2015-11-10,Amazonia,984.0,1.026959847036324
2015-11-11,Amazonia,1366.0,0.7234771573604021
2015-11-12,Amazonia,1508.0,0.776151832460727
2015-11-13,Amazonia,1852.0,0.8470853778213888
2015-11-14,Amazonia,1984.0,1.4398078102637801
2015-11-15,Amazonia,3488.0,0.14342866589519057
2015-11-16,Amazonia,2214.0,0.2166391070690373
2015-11-17,Amazonia,1785.0,0.3498718496369068
2015-11-18,Amazonia,1809.0,0.8132511943676091
2015-11-19,Amazonia,2324.0,0.5784143098863846
2015-11-20,Amazonia,989.0,1.7307043441585759
2015-11-21,Amazonia,1147.0,0.42230863692181886
2015-11-22,Amazonia,2218.0,0.314998905189402
2015-11-23,Amazonia,2914.0,0.21622750642673397
2015-11-24,Amazonia,2559.0,0.7481993851559009
2015-11-25,Amazonia,1976.0,0.37874210381763157
2015-11-26,Amazonia,1886.0,1.0612269938650238
2015-11-27,Amazonia,2112.0,0.27065714285714376
2015-11-28,Amazonia,2871.0,0.18568029418126805
2015-11-29,Amazonia,3696.0,0.10230114151114368
2015-11-30,Amazonia,4321.0,0.056430673359875755
2015-12-01,Amazonia,5434.0,0.10951071221771903
2015-12-02,Amazonia,3294.0,0.3391829562925541
2015-12-03,Amazonia,3064.0,0.6230319388214105
2015-12-04,Amazonia,2041.0,0.8904594673690288
2015-12-05,Amazonia,1958.0,0.4277757685352616
2015-12-06,Amazonia,1373.0,0.24048243314105922
2015-12-07,Amazonia,1280.0,0.3797392721347098
2015-12-08,Amazonia,2260.0,0.18326626425217993
2015-12-09,Amazonia,2874.0,0.48662844036697117
2015-12-10,Amazonia,1781.0,1.1630517503805102
2015-12-11,Amazonia,714.0,0.9963208241353925
2015-12-12,Amazonia,1061.0,0.5310247747747769
2015-12-13,Amazonia,1437.0,0.2689579684763587
2015-12-14,Amazonia,1625.0,0.9429781227946287
2015-12-15,Amazonia,1546.0,0.964920273348511
2015-12-16,Amazonia,1325.0,1.5262411347517693
2015-12-17,Amazonia,1089.0,1.9060205580029261
2015-12-18,Amazonia,1117.0,1.1824475212148222
2015-12-19,Amazonia,1961.0,1.1357392686804328
2015-12-20,Amazonia,808.0,2.264967695620962
2015-12-21,Amazonia,411.0,2.0942820838627676
2015-12-22,Amazonia,622.0,2.0079578139980816
2015-12-23,Amazonia,645.0,0.40614678899082757
2015-12-24,Amazonia,812.0,0.8149855907780947
2015-12-25,Amazonia,896.0,1.4033158813263458
2015-12-26,Amazonia,1099.0,1.1271526418786662
2015-12-27,Amazonia,593.0,0.9485193621867894
2015-12-28,Amazonia,727.0,0.7835082458770629
2015-12-29,Amazonia,2180.0,0.7372749930767082
2015-12-30,Amazonia,1911.0,0.7688278595696456
2015-12-31,Amazonia,243.0,7.871645021645039
2015-01-01,Caatinga,21.0,0.10400000000000002
2015-01-02,Caatinga,45.0,0.40877192982456134
2015-01-03,Caatinga,52.0,1.287931034482758
2015-01-04,Caatinga,18.0,2.077777777777778
2015-01-05,Caatinga,59.0,0.3423529411764707
2015-01-06,Caatinga,61.0,0.3320987654320988
2015-01-07,Caatinga,36.0,0.43333333333333335
2015-01-08,Caatinga,76.0,0.06562499999999998
2015-01-09,Caatinga,167.0,0.02970297029702969
2015-01-10,Caatinga,155.0,0.11683673469387755
2015-01-11,Caatinga,50.0,0.11833333333333333
2015-01-12,Caatinga,64.0,0.09999999999999998
2015-01-13,Caatinga,96.0,0.10258620689655172
2015-01-14,Caatinga,150.0,0.01705882352941177
2015-01-15,Caatinga,140.0,0.19221556886227553
2015-01-16,Caatinga,174.0,0.04652406417112298
2015-01-17,Caatinga,93.0,0.02882882882882883
2015-01-18,Caatinga,43.0,2.8612903225806448
2015-01-19,Caatinga,78.0,0.21063829787234048
2015-01-20,Caatinga,139.0,0.1759493670886077
2015-01-21,Caatinga,69.0,0.7855421686746994
2015-01-22,Caatinga,49.0,0.35490196078431374
2015-01-23,Caatinga,13.0,0.66875
2015-01-24,Caatinga,40.0,2.814545454545454
2015-01-25,Caatinga,13.0,0.12941176470588237
2015-01-26,Caatinga,62.0,0.24935064935064938
2015-01-27,Caatinga,114.0,0.1094488188976378
2015-01-28,Caatinga,151.0,0.0018292682926829272
2015-01-29,Caatinga,66.0,0.02236842105263158
2015-01-30,Caatinga,73.0,0.21463414634146344
2015-01-31,Caatinga,89.0,0.18282828282828284
2015-02-01,Caatinga,60.0,0.1333333333333333
2015-02-02,Caatinga,22.0,0.1392857142857143
2015-02-03,Caatinga,54.0,0.7877192982456142
2015-02-04,Caatinga,6.0,7.822222222222221
2015-02-05,Caatinga,19.0,5.91666666666667
2015-02-06,Caatinga,84.0,0.45294117647058835
2015-02-07,Caatinga,49.0,0.9301587301587296
2015-02-08,Caatinga,24.0,0.1592592592592593
2015-02-09,Caatinga,69.0,0.10769230769230766
2015-02-10,Caatinga,78.0,0.2543689320388351
2015-02-11,Caatinga,83.0,0.1902654867256637
2015-02-12,Caatinga,72.0,0.17999999999999997
2015-02-13,Caatinga,80.0,0.09374999999999999
2015-02-14,Caatinga,22.0,0.7033333333333335
2015-02-15,Caatinga,4.0,4.05
2015-02-16,Caatinga,21.0,0.875
2015-02-17,Caatinga,107.0,0.2601694915254238
2015-02-18,Caatinga,13.0,2.9235294117647057
2015-02-19,Caatinga,16.0,2.7307692307692313
2015-02-20,Caatinga,3.0,9.725
2015-02-21,Caatinga,6.0,2.9444444444444446
2015-02-22,Caatinga,2.0,9.55
2015-02-23,Caatinga,0.0,0.05
2015-02-24,Caatinga,6.0,1.1312499999999999
2015-02-25,Caatinga,3.0,0.225
2015-02-26,Caatinga,16.0,0.018918918918918916
2015-02-27,Caatinga,53.0,0.6797297297297299
2015-02-28,Caatinga,21.0,1.351851851851852
2015-03-01,Caatinga,8.0,2.2000000000000006
2015-03-02,Caatinga,12.0,0.5111111111111112
2015-03-03,Caatinga,10.0,0.16875000000000004
2015-03-04,Caatinga,23.0,0.1380952380952381
2015-03-05,Caatinga,27.0,2.916666666666666
2015-03-06,Caatinga,4.0,2.9333333333333336
2015-03-07,Caatinga,12.0,0.027777777777777776
2015-03-08,Caatinga,11.0,1.747058823529412
2015-03-09,Caatinga,14.0,1.2347826086956524
2015-03-10,Caatinga,13.0,0.08260869565217391
2015-03-11,Caatinga,37.0,0.05217391304347827
2015-03-12,Caatinga,33.0,0.2387755102040816
2015-03-13,Caatinga,45.0,0.07014925373134327
2015-03-14,Caatinga,36.0,0.023636363636363643
2015-03-15,Caatinga,32.0,0.18372093023255812
2015-03-16,Caatinga,30.0,0.3382978723404256
2015-03-17,Caatinga,19.0,0.2571428571428571
2015-03-18,Caatinga,24.0,0.6156250000000001
2015-03-19,Caatinga,17.0,1.1304347826086953
2015-03-20,Caatinga,13.0,2.2666666666666666
2015-03-21,Caatinga,31.0,0.5151515151515151
2015-03-22,Caatinga,3.0,0.6333333333333333
2015-03-23,Caatinga,3.0,1.3
2015-03-24,Caatinga,17.0,1.8900000000000001
2015-03-25,Caatinga,49.0,0.6074626865671642
2015-03-26,Caatinga,36.0,0.09230769230769233
2015-03-27,Caatinga,46.0,0.05471698113207548
2015-03-28,Caatinga,33.0,0.08139534883720931
2015-03-29,Caatinga,23.0,0.05925925925925926
2015-03-30,Caatinga,1.0,0.0
2015-03-31,Caatinga,72.0,0.015189873417721518
2015-04-01,Caatinga,56.0,0.001388888888888889
2015-04-02,Caatinga,34.0,0.0
2015-04-03,Caatinga,2.0,0.0
2015-04-04,Caatinga,21.0,0.05384615384615384
2015-04-05,Caatinga,17.0,0.17647058823529413
2015-04-06,Caatinga,33.0,0.14999999999999994
2015-04-07,Caatinga,38.0,2.2156862745098036
2015-04-08,Caatinga,15.0,6.139999999999999
2015-04-09,Caatinga,3.0,1.75
2015-04-10,Caatinga,24.0,0.2702702702702703
2015-04-11,Caatinga,5.0,1.0909090909090908
2015-04-12,Caatinga,2.0,0.2
2015-04-13,Caatinga,7.0,0.3444444444444444
2015-04-14,Caatinga,17.0,0.4315789473684211
2015-04-15,Caatinga,17.0,0.0035714285714285718
2015-04-16,Caatinga,33.0,0.08727272727272725
2015-04-17,Caatinga,68.0,0.03855421686746989
2015-04-18,Caatinga,43.0,0.025000000000000005
2015-04-19,Caatinga,11.0,0.018181818181818184
2015-04-20,Caatinga,35.0,0.10000000000000002
2015-04-21,Caatinga,51.0,0.21688311688311682
2015-04-22,Caatinga,49.0,1.406756756756757
2015-04-23,Caatinga,24.0,0.9222222222222223
2015-04-24,Caatinga,17.0,0.4444444444444444
2015-04-25,Caatinga,18.0,0.67
2015-04-26,Caatinga,0.0,4.5125
2015-04-27,Caatinga,12.0,3.8833333333333337
2015-04-28,Caatinga,44.0,0.6290909090909091
2015-04-29,Caatinga,26.0,0.7416666666666667
2015-04-30,Caatinga,25.0,0.015384615384615385
2015-05-01,Caatinga,13.0,0.2882352941176471
2015-05-02,Caatinga,1.0,0.8
2015-05-03,Caatinga,4.0,2.46
2015-05-04,Caatinga,8.0,1.1533333333333333
2015-05-05,Caatinga,20.0,0.057692307692307696
2015-05-06,Caatinga,31.0,0.12222222222222223
2015-05-07,Caatinga,46.0,0.2736842105263157
2015-05-08,Caatinga,48.0,0.45964912280701764
2015-05-09,Caatinga,14.0,0.02666666666666667
2015-05-10,Caatinga,10.0,0.0
2015-05-11,Caatinga,31.0,0.040625
2015-05-12,Caatinga,46.0,0.42413793103448283
2015-05-13,Caatinga,27.0,0.665625
2015-05-14,Caatinga,13.0,0.058823529411764705
2015-05-15,Caatinga,57.0,0.0015384615384615385
2015-05-16,Caatinga,11.0,0.03571428571428571
2015-05-17,Caatinga,10.0,0.05
2015-05-18,Caatinga,17.0,0.19473684210526315
2015-05-19,Caatinga,26.0,0.20540540540540536
2015-05-20,Caatinga,16.0,0.4117647058823529
2015-05-21,Caatinga,18.0,0.4958333333333333
2015-05-22,Caatinga,14.0,0.18125000000000002
2015-05-23,Caatinga,11.0,0.19999999999999998
2015-05-24,Caatinga,6.0,0.05
2015-05-25,Caatinga,12.0,0.028571428571428574
2015-05-26,Caatinga,9.0,0.4181818181818182
2015-05-27,Caatinga,4.0,1.3599999999999999
2015-05-28,Caatinga,29.0,0.31470588235294117
2015-05-29,Caatinga,38.0,0.21777777777777776
2015-05-30,Caatinga,58.0,0.07540983606557376
2015-05-31,Caatinga,23.0,0.2111111111111111
2015-06-01,Caatinga,20.0,0.004166666666666667
2015-06-02,Caatinga,26.0,0.019230769230769232
2015-06-03,Caatinga,34.0,0.3142857142857143
2015-06-04,Caatinga,11.0,0.45000000000000007
2015-06-05,Caatinga,1.0,0.05
2015-06-06,Caatinga,9.0,0.0
2015-06-07,Caatinga,14.0,0.09285714285714286
2015-06-08,Caatinga,13.0,0.46923076923076923
2015-06-09,Caatinga,25.0,0.4071428571428573
2015-06-10,Caatinga,33.0,0.17027027027027025
2015-06-11,Caatinga,24.0,0.08333333333333333
2015-06-12,Caatinga,39.0,0.07755102040816328
2015-06-13,Caatinga,50.0,0.0071428571428571435
2015-06-14,Caatinga,65.0,0.12028985507246376
2015-06-15,Caatinga,16.0,0.0
2015-06-16,Caatinga,34.0,0.1
2015-06-17,Caatinga,85.0,0.061538461538461535
2015-06-18,Caatinga,134.0,0.00272108843537415
2015-06-19,Caatinga,107.0,0.06115702479338843
2015-06-20,Caatinga,90.0,0.06354166666666665
2015-06-21,Caatinga,30.0,0.31875
2015-06-22,Caatinga,20.0,0.004166666666666667
2015-06-23,Caatinga,24.0,0.2479999999999999
2015-06-24,Caatinga,13.0,0.9884615384615382
2015-06-25,Caatinga,15.0,2.3913043478260865
2015-06-26,Caatinga,64.0,0.04090909090909091
